GREEN LINE:
[62,j,yard, L: 50.000000, X: 0.000000, Y: 0.000000, TDBegin: 0.000000, TP: 0]
[129,w,underground, L: 50.000000, X: -5806.600000, Y: 127.000000, TDBegin: 10393.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 50.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 20.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[130,w,underground, L: 50.000000, X: -5856.600000, Y: 127.000000, TDBegin: 10443.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 50.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 20.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[131,w,underground, L: 50.000000, X: -5906.600000, Y: 127.000000, TDBegin: 10493.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 50.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 20.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[132,w,#REF!, L: 50.000000, X: -5956.600000, Y: 127.000000, TDBegin: 10543.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 50.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 20.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[133,w,underground, L: 50.000000, X: -6006.600000, Y: 127.000000, TDBegin: 10593.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 50.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 20.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[134,w,underground, L: 50.000000, X: -6056.600000, Y: 127.000000, TDBegin: 10643.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 50.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 20.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[135,w,underground, L: 50.000000, X: -6106.600000, Y: 127.000000, TDBegin: 10693.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 50.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 20.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[136,w,underground, L: 50.000000, X: -6156.600000, Y: 127.000000, TDBegin: 10743.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 50.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 20.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[137,w,underground, L: 50.000000, X: -6206.600000, Y: 127.000000, TDBegin: 10793.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 50.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 20.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[138,w,underground, L: 50.000000, X: -6256.600000, Y: 127.000000, TDBegin: 10843.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 50.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 20.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[139,w,underground, L: 50.000000, X: -6306.600000, Y: 127.000000, TDBegin: 10893.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 50.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 20.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[140,w,underground, L: 50.000000, X: -6356.600000, Y: 127.000000, TDBegin: 10943.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 50.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 20.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[141,w,#REF!, L: 50.000000, X: -6406.600000, Y: 127.000000, TDBegin: 10993.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 50.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 20.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[142,w,underground, L: 50.000000, X: -6456.600000, Y: 127.000000, TDBegin: 11043.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 50.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 20.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[143,w,underground, L: 50.000000, X: -6506.600000, Y: 127.000000, TDBegin: 11093.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 50.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 20.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[144,x,rail, L: 50.000000, X: -6556.600000, Y: 127.000000, TDBegin: 11143.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 50.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 20.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[145,x,rail, L: 50.000000, X: -6606.600000, Y: 127.000000, TDBegin: 11193.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 50.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 20.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[146,x,rail, L: 50.000000, X: -6656.600000, Y: 127.000000, TDBegin: 11243.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 50.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 20.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[147,y,rail, L: 50.000000, X: -6706.600000, Y: 127.000000, TDBegin: 11293.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: north        nextBranches:   length: 50.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 20.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[148,y,rail, L: 184.000000, X: -6706.600000, Y: 177.000000, TDBegin: 11343.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: north        nextBranches:   length: 184.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 20.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[149,y,rail, L: 40.000000, X: -6706.600000, Y: 361.000000, TDBegin: 11527.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: north        nextBranches:   length: 40.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 20.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[150,z,rail, L: 35.000000, X: -6706.600000, Y: 401.000000, TDBegin: 11567.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: east         nextBranches:   length: 35.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 20.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[28,f,rail, L: 50.000000, X: -6671.600000, Y: 401.000000, TDBegin: 11602.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: south        nextBranches:   length: 50.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 30.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[27,f,rail, L: 50.000000, X: -6671.600000, Y: 351.000000, TDBegin: 11652.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: south        nextBranches:   length: 50.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 30.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[26,f,rail, L: 100.000000, X: -6671.600000, Y: 301.000000, TDBegin: 11702.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: south        nextBranches:   length: 100.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 70.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[25,f,rail, L: 200.000000, X: -6671.600000, Y: 201.000000, TDBegin: 11802.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: south        nextBranches:   length: 200.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 70.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[24,f,rail, L: 300.000000, X: -6671.600000, Y: 1.000000, TDBegin: 12002.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: south        nextBranches:   length: 300.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 70.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[23,f,rail, L: 300.000000, X: -6671.600000, Y: -299.000000, TDBegin: 12302.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: south        nextBranches:   length: 300.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 70.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[22,f,station, L: 300.000000, X: -6671.600000, Y: -599.000000, TDBegin: 12602.600000, TP: 0]
BLOCK STATS:
         passengers: 86  direction: south        nextBranches:   length: 300.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 70.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[21,f,rail, L: 300.000000, X: -6671.600000, Y: -899.000000, TDBegin: 12902.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: south        nextBranches:   length: 300.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 70.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[20,e,rail, L: 150.000000, X: -6671.600000, Y: -1199.000000, TDBegin: 13202.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: south        nextBranches:   length: 150.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 60.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[19,e,crossing, L: 150.000000, X: -6671.600000, Y: -1349.000000, TDBegin: 13352.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: south        nextBranches:   length: 150.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 60.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[18,e,rail, L: 150.000000, X: -6671.600000, Y: -1499.000000, TDBegin: 13502.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 150.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 60.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[17,e,rail, L: 150.000000, X: -6821.600000, Y: -1499.000000, TDBegin: 13652.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 150.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 60.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[16,d,station, L: 150.000000, X: -6971.600000, Y: -1499.000000, TDBegin: 13802.600000, TP: 0]
BLOCK STATS:
         passengers: 86  direction: west         nextBranches:   length: 150.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 70.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[15,d,rail, L: 150.000000, X: -7121.600000, Y: -1499.000000, TDBegin: 13952.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 150.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 70.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[14,d,rail, L: 150.000000, X: -7271.600000, Y: -1499.000000, TDBegin: 14102.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 150.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 70.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[13,d,rail, L: 150.000000, X: -7421.600000, Y: -1499.000000, TDBegin: 14252.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 150.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 70.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[12,c,switch, L: 100.000000, X: -7571.600000, Y: -1499.000000, TDBegin: 14402.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: east         nextBranches: 13;1),switch(13;1         length: 100.000000
         grade: -3.000000        height: 0.500000        temperature: 40.000000
         speedLimit: 45.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[11,c,rail, L: 100.000000, X: -7471.600000, Y: -1499.000000, TDBegin: 14502.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: east         nextBranches:   length: 100.000000
         grade: -4.000000        height: 3.500000        temperature: 40.000000
         speedLimit: 45.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[10,c,rail, L: 100.000000, X: -7371.600000, Y: -1499.000000, TDBegin: 14602.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: east         nextBranches:   length: 100.000000
         grade: -4.500000        height: 7.500000        temperature: 40.000000
         speedLimit: 45.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[9,c,station, L: 100.000000, X: -7271.600000, Y: -1499.000000, TDBegin: 14702.600000, TP: 0]
BLOCK STATS:
         passengers: 86  direction: south        nextBranches:   length: 100.000000
         grade: -5.000000        height: 12.000000       temperature: 40.000000
         speedLimit: 45.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[8,c,rail, L: 100.000000, X: -7271.600000, Y: -1599.000000, TDBegin: 14802.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: south        nextBranches:   length: 100.000000
         grade: 0.000000         height: 17.000000       temperature: 40.000000
         speedLimit: 45.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[7,c,rail, L: 100.000000, X: -7271.600000, Y: -1699.000000, TDBegin: 14902.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: south        nextBranches:   length: 100.000000
         grade: 5.000000         height: 17.000000       temperature: 40.000000
         speedLimit: 45.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[6,b,rail, L: 100.000000, X: -7271.600000, Y: -1799.000000, TDBegin: 15002.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 100.000000
         grade: 4.000000         height: 12.000000       temperature: 40.000000
         speedLimit: 45.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[5,b,rail, L: 100.000000, X: -7371.600000, Y: -1799.000000, TDBegin: 15102.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 100.000000
         grade: 3.000000         height: 8.000000        temperature: 40.000000
         speedLimit: 45.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[4,b,rail, L: 100.000000, X: -7471.600000, Y: -1799.000000, TDBegin: 15202.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 100.000000
         grade: 2.000000         height: 5.000000        temperature: 40.000000
         speedLimit: 45.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[3,a,rail, L: 100.000000, X: -7571.600000, Y: -1799.000000, TDBegin: 15302.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: north        nextBranches:   length: 100.000000
         grade: 1.500000         height: 3.000000        temperature: 40.000000
         speedLimit: 45.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[2,a,station, L: 100.000000, X: -7571.600000, Y: -1699.000000, TDBegin: 15402.600000, TP: 0]
BLOCK STATS:
         passengers: 86  direction: north        nextBranches:   length: 100.000000
         grade: 1.000000         height: 1.500000        temperature: 40.000000
         speedLimit: 45.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[1,a,rail, L: 100.000000, X: -7571.600000, Y: -1599.000000, TDBegin: 15502.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: north        nextBranches:   length: 100.000000
         grade: 0.500000         height: 0.500000        temperature: 40.000000
         speedLimit: 45.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[13,d,rail, L: 150.000000, X: -7571.600000, Y: -1499.000000, TDBegin: 15602.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 150.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 70.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[14,d,rail, L: 150.000000, X: -7721.600000, Y: -1499.000000, TDBegin: 15752.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 150.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 70.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[15,d,rail, L: 150.000000, X: -7871.600000, Y: -1499.000000, TDBegin: 15902.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 150.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 70.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[16,d,station, L: 150.000000, X: -8021.600000, Y: -1499.000000, TDBegin: 16052.600000, TP: 0]
BLOCK STATS:
         passengers: 86  direction: west         nextBranches:   length: 150.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 70.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[17,e,rail, L: 150.000000, X: -8171.600000, Y: -1499.000000, TDBegin: 16202.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 150.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 60.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[18,e,rail, L: 150.000000, X: -8321.600000, Y: -1499.000000, TDBegin: 16352.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: west         nextBranches:   length: 150.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 60.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[19,e,crossing, L: 150.000000, X: -8471.600000, Y: -1499.000000, TDBegin: 16502.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: south        nextBranches:   length: 150.000000
         grade: 0.000000         height: 0.500000        temperature: 40.000000
         speedLimit: 60.000000   suggestedSpeed: 0.000000        totalDistance: 19902.600000
 BlOCK STATUS:
         railStatus: 1   circuitStatus: 1        powerStatus: 1
         heaterStatus: 0         crossingStatus: 0       switchStatus: 1
         trainPresent: 0

[20,e,rail, L: 150.000000, X: -8471.600000, Y: -1649.000000, TDBegin: 16652.600000, TP: 0]
BLOCK STATS:
         passengers: 0   direction: south        nextBranches:   length: 150.000000
